id,age,gender,annual_income,loan_amount,loan_term,employment_type,purpose,num_dependents,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquencies,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd,months_on_book,status,dpd,payment_amount,num_cards,credit_limit,utilization_ratio,max_utilization_ratio,late_payments,default_12m
631,40,Male,830432,756762,48,Salaried,Education,3,728,3,2,759090,7,1,1,580171,85212,60,16,Late,51,47166,1,108366,0.1062168173530114,0.2167292844512622,5,0
632,26,Female,1591277,272067,24,Salaried,Business,2,674,8,3,799805,8,0,0,957253,1696398,49,40,Paid,22,36896,3,62112,0.0783825278132472,0.96876895034204,17,0
633,36,Female,906451,447326,12,Salaried,Car,5,780,7,6,572658,5,4,1,467692,1039902,75,19,Paid,72,99417,1,307361,0.0186399823088718,0.0244568701358559,12,1
634,31,Female,1265572,644948,12,Salaried,Business,2,668,1,5,255518,6,6,0,280035,1667465,35,4,Late,19,13352,3,279483,0.416806611582628,0.9473098156394198,5,1
635,27,Male,303769,755226,60,Salaried,Home,0,496,7,1,528334,2,9,1,1975824,1790145,75,18,Late,70,96994,4,137792,0.6768117031222216,0.8321112540132897,19,0
636,30,Female,482017,862874,48,Salaried,Car,2,414,8,7,854418,8,0,2,557784,1200533,45,20,Late,67,13300,4,377779,0.2786012937941373,0.9339822370392488,12,1
637,35,Male,224460,267964,24,Self-employed,Education,1,581,5,3,983597,9,4,1,1008392,1796383,18,40,Paid,30,95820,2,119557,0.6334079154238486,0.0135476140565071,4,0
638,28,Male,1928154,896469,60,Salaried,Car,5,775,4,1,229709,0,4,0,754258,1721870,45,8,Late,75,78530,2,429309,0.0135573129112182,0.3776394119790131,5,0
639,59,Female,1740749,199968,12,Salaried,Car,5,383,4,2,621002,5,1,1,961398,1029059,32,46,Paid,47,87276,1,151943,0.4943388264218534,0.0214529526784638,9,0
640,43,Male,1664907,353490,48,Salaried,Education,5,397,2,1,69936,4,6,0,816282,1747995,52,59,Late,79,13497,3,300885,0.115222178793123,0.1573167263442827,7,0
641,36,Female,763590,916845,48,Self-employed,Home,0,862,5,2,234822,8,1,2,450253,1235032,40,51,Late,76,1977,2,266016,0.3789474644127938,0.1562514478100832,14,0
642,57,Female,1567737,914954,12,Salaried,Business,0,877,8,3,802286,7,6,1,1548493,218515,89,25,Late,16,25876,3,360125,0.7444847603554243,0.4513104652604068,19,0
643,44,Male,797789,959229,60,Salaried,Business,2,812,1,2,53249,7,2,1,1392453,1546158,80,19,Late,88,23262,3,209610,0.7123082099758734,0.218075318538605,8,0
644,43,Female,486316,488407,24,Salaried,Home,0,594,3,3,272911,2,6,0,1471621,1722033,30,47,Paid,55,61019,1,69992,0.1856004879124922,0.4879165128051794,19,0
645,54,Female,535038,140227,48,Self-employed,Business,1,630,9,1,384562,2,4,0,1958770,1514372,30,56,Paid,1,88010,2,317470,0.7869964951261331,0.7710024540125548,10,1
646,43,Male,381428,309511,12,Salaried,Car,3,845,8,6,276579,6,0,0,710790,247695,51,37,Late,76,33684,3,253566,0.7969663948505792,0.9697011733750396,9,0
647,46,Male,692623,326012,12,Salaried,Car,3,375,2,6,887466,3,3,0,528100,850914,88,12,Late,85,10455,2,449401,0.3398252462665938,0.9546482550626132,5,0
648,43,Male,1949118,459584,48,Self-employed,Home,1,773,5,2,60537,1,1,0,1207438,868624,32,22,Late,50,34606,4,415574,0.3434581840586577,0.536827470056522,16,0
649,31,Female,1400406,623497,60,Self-employed,Car,3,834,9,6,941837,5,0,2,1382468,1639661,71,31,Late,7,78878,4,297292,0.8514960553503741,0.7594067936342694,12,0
650,64,Male,312684,717911,60,Salaried,Home,2,371,8,1,235111,1,0,1,224145,1427191,49,24,Paid,24,11008,1,455196,0.7547326234584417,0.8263332209266326,13,0
651,33,Female,1588816,654130,36,Self-employed,Home,2,352,9,4,345114,0,7,1,1313649,348466,60,45,Late,30,35400,1,178496,0.1164463580478281,0.8627315113928113,5,0
652,38,Male,792580,972926,12,Salaried,Business,5,422,3,1,840625,7,0,1,1690796,596606,2,38,Late,56,29835,4,56914,0.9325715652550026,0.945234082985599,12,0
653,42,Male,786443,393412,12,Salaried,Education,1,312,1,4,245321,8,9,1,381899,162886,59,42,Late,7,82896,2,185029,0.1694383169741121,0.5038463654030744,5,0
654,35,Female,1219440,489102,36,Salaried,Education,3,622,3,3,934265,0,8,0,800410,1471457,17,54,Paid,2,49275,1,324337,0.1288853796300108,0.2671180911485332,7,0
655,23,Male,1793675,219818,60,Salaried,Business,0,565,7,6,828065,3,8,1,142316,1280754,73,25,Late,74,75851,3,404789,0.5696848847591831,0.096235145979266,2,1
656,59,Female,1516753,476241,48,Salaried,Education,4,684,6,1,461714,5,7,2,478023,1784957,16,29,Late,42,94030,3,276407,0.4435766715243628,0.5045993913208858,16,0
657,22,Male,422412,575363,60,Self-employed,Education,4,827,6,1,442476,7,2,0,1352417,1210976,41,45,Late,31,93225,4,401480,0.28638431858702,0.7445651116899279,11,0
658,36,Female,942277,984565,36,Self-employed,Education,3,640,1,1,403397,9,1,0,1569559,1226900,38,44,Paid,38,44437,2,57737,0.173082267633466,0.1880361048262918,17,0
659,64,Female,534334,145067,12,Salaried,Car,4,404,7,5,218156,4,8,2,1024198,1472690,10,43,Late,34,51805,4,223228,0.1632725024810066,0.1962893020000838,9,0
660,56,Female,730137,727503,12,Salaried,Business,1,333,7,5,377583,0,6,2,379150,1003353,22,45,Late,7,77920,3,363556,0.958947135933826,0.8213038975701666,9,0
661,56,Female,1018251,601151,36,Salaried,Business,4,565,5,7,92930,2,6,1,492360,875814,8,4,Paid,47,61060,4,84509,0.6591384809247949,0.5325053625522511,7,0
662,59,Male,1580263,295386,60,Salaried,Business,4,394,2,3,332949,1,2,0,1872147,74293,24,54,Late,87,69357,3,77466,0.0909640680393059,0.9850363575354028,9,0
663,30,Male,1703596,915974,24,Salaried,Car,3,729,8,4,125547,6,4,1,234289,62545,64,58,Paid,80,60444,2,228592,0.4881513797089218,0.6109039094710076,0,0
664,39,Male,1325410,322121,36,Salaried,Car,3,539,6,1,786773,9,8,1,530314,597741,37,31,Paid,78,86097,2,151228,0.2532393954173034,0.8044146455338459,5,0
665,46,Female,982801,676865,12,Self-employed,Business,5,487,4,5,819959,2,1,0,1049524,1550463,83,23,Late,1,64906,1,151906,0.6802218470370684,0.0300963938787446,19,0
666,34,Male,1087742,169916,24,Self-employed,Car,2,673,1,5,375036,4,4,1,1207232,465244,39,30,Late,82,84743,3,173537,0.3222513637329142,0.5114397918524889,14,0
667,63,Female,740978,576809,48,Salaried,Car,1,698,1,5,397994,5,3,2,435446,1542711,33,14,Late,42,98862,3,348231,0.8480939526696392,0.5521151930139641,12,1
668,54,Female,762105,766413,36,Salaried,Business,2,787,8,6,459768,5,2,0,739800,1539083,4,52,Paid,48,67474,4,272644,0.2462855268220374,0.6456343907904055,1,0
669,28,Female,1083597,970736,60,Self-employed,Home,4,484,3,6,725983,9,3,1,367573,1118713,6,41,Paid,43,81579,1,332198,0.3295364303926419,0.9380151223793698,18,0
670,53,Male,638177,861281,48,Self-employed,Home,2,376,2,4,278391,5,4,2,1953826,1598817,70,47,Late,87,61698,4,296345,0.723277566285812,0.4004604267505591,9,0
671,58,Female,1131648,500139,48,Self-employed,Business,3,409,6,6,534275,8,8,1,1859451,683035,1,57,Late,53,11748,3,393666,0.9093656846997762,0.9801764659842086,18,0
672,22,Female,459711,267546,12,Self-employed,Car,5,441,3,5,697491,7,7,0,1378061,407792,89,49,Late,31,88122,1,84893,0.6097260660725017,0.8761113780325978,9,0
673,28,Female,1034939,338176,60,Self-employed,Home,3,386,2,1,248665,9,2,0,1772914,390653,17,9,Paid,85,91998,1,202336,0.4401962299531201,0.4952475765544941,17,0
674,58,Male,258323,459669,60,Self-employed,Car,0,325,2,4,256508,9,1,0,490285,799614,15,28,Paid,59,25496,2,319007,0.3908484743404726,0.0314569395303598,10,0
675,27,Female,1854676,501228,24,Self-employed,Car,2,522,4,7,486741,4,9,0,565017,1733737,42,52,Late,79,48659,4,363994,0.152448702255846,0.9276376057291416,9,0
676,40,Male,812243,473409,24,Salaried,Car,0,828,5,7,913643,9,6,2,1493965,1424711,57,22,Paid,37,93301,2,356950,0.2923952778248737,0.521298076121322,12,0
677,33,Male,829076,905906,48,Salaried,Home,2,532,2,3,330220,6,0,2,1653157,1083307,50,54,Paid,76,4756,2,196181,0.6283803624285818,0.0452795674813888,1,0
678,29,Female,1860510,74633,12,Self-employed,Business,3,608,1,5,163988,9,8,1,285473,1410930,32,41,Late,87,65672,4,120263,0.8363726272178676,0.6656225500784623,8,0
679,37,Female,1634775,985256,60,Salaried,Home,5,886,5,4,697770,2,9,0,1612106,1146226,31,45,Paid,2,14642,3,154439,0.3389063287566729,0.6470663143676625,5,1
680,24,Female,346775,641785,36,Self-employed,Car,1,426,9,1,767189,1,6,0,1954472,668323,55,37,Paid,18,13006,1,354083,0.2151415850955745,0.0302231300250448,19,0
681,23,Male,1844212,759519,36,Self-employed,Car,1,608,2,7,803664,2,2,2,1067152,847775,52,34,Paid,63,39416,2,206816,0.5176548073322976,0.8597746410808912,15,0
682,53,Male,1193245,797725,12,Salaried,Education,3,455,4,3,862082,5,9,1,1304545,699880,7,59,Paid,60,73401,2,124260,0.5153010853790391,0.5538524647064811,10,0
683,24,Female,481507,544387,48,Salaried,Education,4,569,6,7,370550,0,7,1,1856692,21753,18,31,Late,11,11497,2,451829,0.946727707449608,0.0607753432367635,13,0
684,36,Female,413548,194479,12,Salaried,Home,5,304,6,4,642708,0,9,0,109307,1316212,25,36,Late,23,94795,2,147380,0.0582146555404952,0.5199262976027303,3,0
685,43,Male,1776209,203552,12,Self-employed,Home,3,450,2,5,164616,0,8,0,842751,1306731,27,40,Paid,31,10781,4,88073,0.0229360818804175,0.3137946105348842,1,0
686,54,Female,628727,430845,48,Self-employed,Business,2,641,7,7,120504,7,0,1,1155376,586743,36,53,Paid,26,72057,2,130504,0.6408514955911017,0.3785457458898117,14,1
687,27,Female,979496,795142,36,Self-employed,Education,5,677,5,4,308514,8,5,0,1052003,212419,89,19,Paid,74,15475,3,89500,0.0497798234541316,0.7321221938234612,15,0
688,29,Male,1976266,91907,12,Self-employed,Car,2,492,7,2,250685,4,1,0,622889,128745,86,14,Late,61,70573,2,373181,0.7232688742748337,0.675522511300768,11,0
689,59,Female,485090,256094,36,Self-employed,Car,4,828,7,2,514049,5,4,0,1988844,899118,67,25,Paid,55,76494,2,275263,0.1099466609321014,0.7373453098346096,3,0
690,26,Female,612279,718978,24,Salaried,Business,5,655,7,7,866222,0,6,1,749006,64411,85,10,Late,80,21524,2,496746,0.5564562750680632,0.4118171957878436,11,0
691,37,Female,1895740,988775,48,Salaried,Car,3,673,9,4,474033,5,1,2,1109113,467596,12,14,Paid,79,99635,3,342787,0.2284929546418097,0.3939641074184934,12,0
692,52,Female,1790619,523530,60,Salaried,Education,1,881,8,5,490094,1,3,1,1441611,1067082,57,42,Paid,19,89158,4,257730,0.5589992458192276,0.7286163304583818,16,0
693,62,Male,1055287,421395,60,Self-employed,Car,2,796,7,4,67702,5,3,0,1899271,643106,3,34,Paid,26,37458,3,184769,0.6090822010226589,0.922464963447592,15,0
694,32,Male,1659966,958160,36,Salaried,Home,4,529,6,5,872675,6,9,2,674617,875619,44,51,Paid,32,28159,3,105139,0.2682629700199905,0.1488386638637177,14,0
695,38,Female,257894,521534,12,Salaried,Business,1,460,2,6,452681,4,5,1,1152294,1080396,18,14,Paid,40,95196,2,357690,0.8646654213822119,0.7412881723016567,13,0
696,60,Female,663617,888982,60,Self-employed,Education,3,377,9,3,672707,7,4,2,271029,844069,74,19,Late,51,35020,1,51699,0.8447321357210349,0.7301309644110964,17,0
697,38,Female,989676,384525,48,Self-employed,Home,0,705,3,1,604664,6,2,0,617752,1626769,68,59,Late,66,22380,1,143845,0.3415743250672265,0.2657958042600054,6,0
698,24,Male,320201,215170,36,Salaried,Car,2,360,6,5,282806,7,9,0,1465557,168136,64,11,Late,13,47306,3,169507,0.9928645133354548,0.3646641001421711,1,0
699,25,Female,321506,956193,36,Self-employed,Education,0,746,5,7,514224,4,8,2,948471,1180313,60,32,Paid,83,22447,3,177708,0.7723480742627408,0.1033976780874997,5,0
700,56,Female,568586,916039,60,Salaried,Home,1,743,8,1,509966,4,2,1,1499146,704461,28,22,Paid,80,10829,2,251061,0.4447580339515531,0.4279874112987669,3,0
701,41,Female,722550,648490,24,Salaried,Home,2,580,5,2,842972,1,4,0,156965,631582,52,22,Late,73,10017,3,217231,0.0806660798096828,0.1329378879706091,6,0
702,52,Male,1043230,930996,24,Self-employed,Business,5,418,5,4,488838,1,8,1,1521038,1752566,0,23,Late,3,79539,1,249948,0.9723144299433776,0.8451894676946137,2,0
703,29,Male,382759,379169,24,Self-employed,Business,3,501,6,6,166586,0,4,1,1732399,665658,86,22,Late,41,82582,1,434153,0.6243290449626602,0.7888536963251996,19,0
704,32,Male,1267726,580074,12,Salaried,Home,2,802,3,1,238871,8,2,2,1462803,1538512,4,13,Paid,6,38032,3,82996,0.7467936084950674,0.502863129652638,11,0
705,30,Male,1452915,388641,24,Self-employed,Business,0,815,6,6,960536,7,9,0,1586285,1413840,50,17,Paid,88,15987,3,249716,0.0806138368301889,0.6528529958636343,6,0
706,35,Male,632415,465445,12,Salaried,Car,2,739,5,7,310928,9,1,0,357171,1775993,71,19,Late,44,92532,1,313735,0.7177126487716373,0.1512029504488874,4,0
707,36,Male,1585796,812873,24,Salaried,Car,5,432,4,5,617604,6,4,2,777059,1141388,18,19,Late,32,86564,4,93476,0.6538265204220228,0.9369060634759055,7,0
708,55,Male,1606632,862513,24,Salaried,Education,0,860,8,1,939361,4,6,0,908102,139751,68,2,Late,2,46402,3,481126,0.3571994927529285,0.0095116887210048,17,0
709,39,Male,1313401,394876,36,Self-employed,Education,3,884,1,7,515712,3,7,2,397590,961385,74,52,Paid,19,71823,4,443415,0.4767267536894451,0.9513706991331432,5,0
710,51,Female,857155,345142,36,Self-employed,Education,0,357,3,1,541970,4,2,0,1504551,955419,31,17,Late,20,84004,3,348861,0.2451503151987266,0.579781077986935,0,0
711,33,Female,316135,156565,36,Salaried,Car,0,851,9,7,247860,9,1,0,1550371,322556,19,26,Paid,88,22445,1,488789,0.0696879280667746,0.0239939021936803,9,0
712,23,Male,1809344,677507,12,Salaried,Home,5,538,6,4,481451,6,8,2,1210788,816668,66,11,Paid,56,75054,3,459927,0.3097455640895283,0.8232256440604576,14,0
713,50,Male,1475623,301749,24,Self-employed,Business,2,814,7,6,660967,7,2,2,1554669,1038910,65,34,Late,42,94593,1,254282,0.0001851999601287,0.0585841491018187,18,0
714,30,Male,646070,442837,12,Salaried,Car,2,357,2,6,93792,7,0,2,1858549,263364,4,10,Late,61,57229,2,471277,0.7798568746500499,0.2876546686407587,19,1
715,41,Female,1860802,610903,36,Self-employed,Home,3,379,1,3,640219,2,3,2,1757038,273982,42,40,Paid,70,76172,4,369942,0.4364378758795463,0.7416722782721593,9,0
716,62,Male,1017814,182150,24,Self-employed,Business,4,659,5,7,711061,3,2,0,914744,93067,67,36,Paid,88,53586,1,333440,0.2047086718088018,0.4963086577412279,10,0
717,22,Male,1755254,131857,60,Salaried,Car,5,456,1,7,801660,0,7,2,633824,579407,76,59,Late,73,85447,2,390615,0.3838859092098116,0.1425972668162407,0,0
718,24,Male,1410502,138732,12,Self-employed,Car,0,653,4,5,542757,4,3,2,1086152,950229,15,46,Late,40,10093,2,167289,0.6231405406835898,0.3054379073552062,13,0
719,23,Female,1258933,107709,12,Self-employed,Home,5,307,2,3,721119,3,8,1,1166139,1051998,10,12,Paid,47,75023,3,308900,0.7891494569353967,0.300845286226538,1,1
720,41,Male,436306,932120,60,Self-employed,Education,4,849,4,3,398538,1,0,2,1305850,847429,72,23,Late,43,21730,1,226262,0.0245383020632704,0.5745998224423268,12,0
721,62,Male,658705,858603,60,Salaried,Home,2,543,7,5,909820,3,0,2,1001080,436432,35,55,Late,84,65727,3,100759,0.9992805147195886,0.5398167443276329,4,1
722,35,Male,1146080,937362,24,Salaried,Education,5,603,9,2,396079,0,2,0,448597,1632400,88,41,Paid,79,85084,2,82299,0.6469665704770632,0.1622539193275874,4,0
723,52,Female,977234,76151,12,Salaried,Business,5,886,1,5,784996,0,7,1,1970589,921550,33,1,Late,80,41908,1,462668,0.2898483298033094,0.095317504395025,1,0
724,23,Female,845106,930322,60,Salaried,Education,4,681,9,6,375518,2,0,1,221478,1300997,64,22,Late,70,4514,3,293081,0.945606608364564,0.3631003307112292,1,0
725,62,Male,377821,893364,48,Self-employed,Car,1,467,9,5,357571,3,0,1,1491656,1762491,9,37,Paid,25,30705,1,51915,0.2191211133126015,0.1572959998853741,14,0
726,32,Female,1993377,493780,60,Salaried,Business,5,307,6,2,538563,2,8,1,340676,1790942,21,4,Paid,42,43659,4,169870,0.4246602020130704,0.1602505029773604,16,0
727,58,Female,1884071,862983,36,Salaried,Education,1,324,8,6,607544,2,8,2,73527,827433,26,5,Paid,43,50457,4,294158,0.0501349774800662,0.9145138830253892,2,0
728,44,Female,288661,142533,60,Self-employed,Business,4,471,8,3,662737,7,6,0,1629548,1667318,87,25,Paid,12,16920,2,229951,0.1325104715981975,0.3692520677235208,7,0
729,48,Male,834208,411704,60,Salaried,Education,1,517,6,4,305553,1,5,1,764158,1352466,80,8,Paid,43,94062,1,75367,0.2243829701779602,0.9350955543511164,16,1
730,61,Female,845592,358893,36,Self-employed,Home,5,698,8,4,164688,6,2,0,799176,24814,77,29,Late,57,10454,3,369214,0.129773983729173,0.1439116641821533,6,0
731,33,Female,1024891,375579,36,Salaried,Business,3,346,9,7,108896,5,8,1,525180,1325303,35,25,Late,14,11894,1,263200,0.2365318713791016,0.504820032603611,10,0
732,24,Male,1086091,944036,60,Salaried,Home,3,704,9,4,746726,9,4,2,377818,112935,66,4,Paid,62,87504,1,180026,0.3311960132157097,0.8101461733204386,11,1
733,33,Female,1576940,659592,48,Salaried,Car,2,302,6,4,488488,0,9,0,942739,1241493,84,15,Late,36,37288,1,343780,0.4442420681561243,0.3850704164302262,7,0
734,45,Male,1076830,750544,36,Salaried,Education,3,611,6,2,112428,6,7,1,1515344,1051202,4,32,Paid,74,78940,4,276259,0.0818274488203375,0.6601159816605536,0,0
735,41,Male,1990852,778147,60,Self-employed,Home,2,450,3,4,42247,7,4,2,376620,1448710,20,33,Late,10,77862,1,169369,0.4666123521328377,0.985368531210399,8,0
736,59,Female,1672999,230037,36,Salaried,Car,3,785,5,2,996900,3,2,1,1381286,1740124,45,59,Paid,83,66879,4,486280,0.0971769500829519,0.0396705929231459,10,0
737,64,Male,950609,963686,12,Self-employed,Education,2,693,5,3,558383,2,9,0,328689,68601,28,49,Late,55,16356,3,312889,0.788601525843491,0.0316915120574009,12,0
738,22,Male,643626,344660,12,Salaried,Education,0,491,7,3,14547,9,4,0,1735248,1215465,40,17,Paid,74,45068,2,60398,0.8823475195886306,0.8612200381969216,6,0
739,33,Female,489490,877910,12,Self-employed,Home,3,879,3,5,596588,1,4,1,342273,1203931,3,15,Late,28,72972,4,437286,0.0449231608660427,0.8813007547125138,19,0
740,52,Female,1457205,180558,48,Self-employed,Education,4,781,3,5,144110,5,8,1,1959314,795930,37,7,Late,24,39549,3,410374,0.9366425220099118,0.5330852674102728,9,0
741,32,Male,597041,907656,12,Salaried,Car,3,357,4,4,290617,0,1,0,286729,1355173,30,35,Paid,8,86650,2,315347,0.2889372761602511,0.2705671888754578,6,0
742,59,Male,1038128,144737,12,Self-employed,Car,1,383,9,5,480039,2,6,0,621369,394559,13,46,Late,39,80361,2,356428,0.1645534460372809,0.265016149638982,0,1
743,59,Male,361972,486713,12,Self-employed,Home,2,844,9,4,858337,1,7,0,1434181,94781,67,16,Paid,5,40505,1,74948,0.9897536793377656,0.9053283205256092,1,1
744,22,Female,483949,511485,36,Salaried,Car,3,794,8,6,239808,1,6,1,746381,1335975,1,16,Paid,56,82880,4,387032,0.4250186987063697,0.9153873733049748,13,0
745,27,Male,1290896,342254,12,Salaried,Education,1,349,5,7,807339,0,0,2,1409941,433098,71,13,Paid,83,3683,1,312788,0.0827822877328539,0.2068260487643346,12,0
746,27,Female,698062,204000,48,Salaried,Business,1,559,6,1,433721,4,5,0,1999571,1713903,56,9,Late,3,10983,1,157711,0.3329694743270938,0.2700916234740433,9,0
747,25,Female,440530,554258,24,Salaried,Home,0,794,7,7,953531,0,6,2,1990660,1388097,22,46,Paid,63,58202,1,412618,0.9594886257100288,0.6299994961330136,4,0
748,42,Female,1114306,831383,36,Self-employed,Car,1,611,2,2,62862,6,8,1,314844,1371906,1,55,Late,41,89640,4,69544,0.8624299120342563,0.3791563982848671,15,1
749,31,Female,404113,267497,36,Salaried,Education,2,783,9,6,839517,2,4,0,1294072,1352098,68,49,Late,7,99230,1,256742,0.7190976438387532,0.7496585240022995,2,0
750,25,Male,1920293,453858,60,Salaried,Home,3,809,4,5,901768,3,1,2,1172846,18775,86,54,Late,20,23346,1,236146,0.9874539947362256,0.462081027827634,5,0
751,30,Female,587638,197939,36,Salaried,Education,2,376,6,1,556625,3,7,2,1054365,278402,13,20,Late,2,35309,1,148099,0.271456983224596,0.6835921711951828,1,0
752,26,Male,577501,853088,48,Self-employed,Home,0,697,8,6,284657,0,3,0,904249,351657,13,26,Paid,72,51003,2,470007,0.6879254733252173,0.7067797115465287,18,0
753,37,Female,553058,257828,36,Salaried,Car,0,653,2,3,936072,8,0,0,688773,225576,87,33,Paid,37,43635,1,361317,0.6344724031834723,0.5147235905344294,8,0
754,56,Male,1052600,209729,12,Salaried,Education,4,462,3,7,397637,3,7,0,354969,1154878,21,16,Late,13,19322,2,165743,0.587473142237446,0.5777748605076084,16,0
755,40,Female,1849390,601702,36,Salaried,Home,5,314,3,5,533027,1,7,1,1360684,290096,32,6,Late,35,35968,3,449753,0.4151644402597202,0.9124936545668608,1,0
756,53,Female,1818823,706593,24,Salaried,Education,1,322,2,1,496809,2,8,2,1713320,85979,30,10,Late,41,59447,4,292156,0.5025567810746377,0.3689800279046702,8,0
757,39,Male,698192,99268,60,Salaried,Business,0,312,1,6,120847,2,8,1,1866254,230592,68,2,Paid,27,71536,4,361828,0.1531061514215053,0.8290321335460844,14,0
758,58,Female,1206014,129582,60,Salaried,Education,1,837,8,4,10575,6,4,1,269259,189580,59,53,Paid,11,62762,1,219604,0.4730621032074517,0.5017843988095563,19,1
759,56,Female,371867,120274,36,Salaried,Business,1,330,7,4,898412,0,7,0,943612,1065311,41,21,Paid,25,71727,1,128419,0.7174479258987091,0.3364207625111959,3,0
760,59,Male,423958,654821,12,Salaried,Business,1,696,8,3,285415,5,3,1,328953,1139469,26,6,Late,84,31057,2,110823,0.1856424175805029,0.4189792392524035,12,0
761,34,Female,1218471,516009,12,Self-employed,Business,3,571,9,5,393488,9,6,0,1348123,1297518,4,26,Late,23,95244,3,108095,0.3999824732192014,0.7315663833097384,15,0
762,46,Female,812133,525959,12,Self-employed,Home,2,495,7,7,863891,5,1,0,1220345,608177,78,38,Late,20,41635,2,336919,0.9856295855202716,0.3417714278629135,4,0
763,29,Female,1673839,496190,48,Self-employed,Car,5,517,6,7,603904,6,2,2,764623,15928,41,55,Late,76,93223,2,153834,0.8029955327072963,0.98050390055697,17,0
764,54,Male,598670,378983,60,Salaried,Education,2,745,6,3,318488,4,5,0,1167088,705270,33,3,Paid,9,97848,1,246132,0.0809880202315588,0.2500493478599789,4,0
765,51,Male,749283,648752,36,Salaried,Education,3,773,5,2,413169,1,3,2,1969750,531217,36,15,Late,24,92970,2,270232,0.158553573669532,0.7630106644344727,0,0
766,51,Male,1535315,245107,36,Salaried,Home,3,805,7,4,645786,9,2,1,1116526,317528,43,52,Paid,27,17697,3,176409,0.830006666834068,0.2273516194427771,4,0
767,40,Female,1564302,661297,12,Self-employed,Car,4,586,1,1,364889,2,3,0,144127,223254,24,45,Late,19,53650,1,145492,0.8688673077392192,0.5802646627302545,15,0
768,50,Male,1251285,933746,12,Self-employed,Car,1,778,4,5,614601,6,4,2,887675,548835,47,41,Late,19,25935,4,162560,0.3860571981882008,0.04466518254252,9,1
769,61,Male,1806283,467194,60,Self-employed,Education,0,857,7,4,711081,9,7,1,668609,830706,47,6,Late,35,81807,3,467932,0.7532237199892169,0.7371219118392991,8,1
770,58,Female,1095793,363524,36,Self-employed,Education,2,890,7,6,62606,5,7,2,779155,982823,23,13,Late,79,52376,3,374747,0.1598992340569905,0.6087824199412355,0,0
771,55,Male,1602506,127359,60,Self-employed,Home,5,865,4,6,971480,6,7,1,1447827,553075,18,58,Paid,54,72851,4,416085,0.2381675846807601,0.7591001178911171,18,0
772,53,Female,945686,561995,36,Salaried,Education,1,761,2,7,223470,6,7,2,457567,1371426,10,54,Late,62,66378,2,375623,0.3999630251316477,0.0750843997671142,4,0
773,26,Male,364310,202105,12,Self-employed,Business,0,643,4,4,111688,5,5,1,1486022,245273,25,46,Paid,69,19077,3,330761,0.7689257882744881,0.9831451396147352,9,0
774,43,Male,1826527,184012,24,Salaried,Home,1,820,8,7,12211,5,2,2,254649,1026647,29,38,Late,42,11562,1,431343,0.2789193625229336,0.9328998936757688,15,1
775,50,Female,1824446,979653,60,Salaried,Car,5,443,4,2,251191,2,7,0,1477271,1007806,35,54,Paid,13,67189,3,67278,0.7652764921651511,0.8213306132803475,19,0
776,56,Male,559035,372436,36,Salaried,Education,1,722,5,5,316975,5,9,0,1399227,72105,26,34,Paid,89,71387,2,147762,0.5436448612059517,0.899560932219618,6,0
777,54,Female,1431375,52275,12,Self-employed,Car,1,629,1,2,854470,3,8,2,1519292,885007,81,17,Paid,32,8525,4,449110,0.8271474549011949,0.7579846336498822,12,0
778,30,Female,1803230,710550,48,Self-employed,Education,5,854,2,5,369007,2,4,0,95638,235967,22,19,Paid,83,46707,2,497626,0.6821995024007473,0.9177685716062792,9,0
779,22,Male,1935787,527598,12,Self-employed,Home,5,616,5,1,968404,4,8,2,1362580,640210,11,4,Paid,36,30586,2,146656,0.3763394127557126,0.040330555670311,18,0
780,53,Male,992375,814019,12,Salaried,Education,3,441,9,2,625256,0,0,2,621647,950394,65,41,Late,59,96195,3,298990,0.0011459149563456,0.895212752031611,10,0
781,44,Female,373096,994247,12,Self-employed,Business,2,429,9,1,553618,6,3,2,993361,1157738,63,4,Late,89,35426,1,79866,0.4864548992700487,0.4680613707337346,17,0
782,39,Female,1321782,60002,24,Salaried,Car,0,598,4,7,748505,5,0,2,1054566,1087271,11,50,Paid,76,85232,1,484418,0.4961289580761042,0.2695765296427715,2,1
783,31,Male,1407123,591093,60,Salaried,Education,4,305,2,7,457031,7,2,0,1088558,921735,2,29,Paid,16,44282,1,290655,0.1016200574565825,0.9042339083976454,7,0
784,58,Male,1343131,282252,36,Salaried,Home,0,420,8,6,796983,5,9,0,99405,1749675,37,31,Paid,43,52752,2,238405,0.4193038926881409,0.1857069362741037,9,1
785,41,Male,868107,213944,24,Self-employed,Education,1,834,7,5,664434,8,7,1,275917,54708,79,23,Late,60,62852,4,268523,0.5869045483910217,0.0323895128641905,11,0
786,56,Male,429283,64793,36,Salaried,Education,5,520,8,2,314588,0,2,2,1888459,1534835,88,54,Late,50,13419,4,399713,0.4993522949143921,0.6390271721508669,7,0
787,51,Male,591073,509127,48,Salaried,Car,3,857,8,6,721263,3,1,2,1214919,450462,78,3,Late,39,77597,3,146018,0.9295916486952228,0.2452966969561162,1,0
788,49,Female,616511,915568,24,Self-employed,Home,2,651,4,2,745539,6,3,1,1144784,18169,21,42,Late,62,65973,3,385635,0.2831320574352066,0.7323210897690534,13,0
